delay_type,horizon,future_timepoint,optimal_distance,distance,initial_timepoint,delay,t,future_timepoint_numeric
realistic,6,2018-04-01,1.0468635559082031,5.314932823181152,2017-10-01,,28,2018.25
realistic,6,2018-07-01,1.548535943031311,5.311057090759277,2018-01-01,,29,2018.5
realistic,6,2018-10-01,1.818593144416809,4.9144062995910645,2018-04-01,,30,2018.75
realistic,6,2019-01-01,1.683321833610535,7.866492748260498,2018-07-01,,31,2019.0
realistic,6,2019-04-01,1.656917929649353,8.652069091796875,2018-10-01,,32,2019.25
realistic,6,2019-07-01,2.1215803623199463,7.280519008636475,2019-01-01,,33,2019.5
realistic,6,2019-10-01,1.7191879749298096,4.921318054199219,2019-04-01,,34,2019.75
none,9,2012-01-01,2.484687089920044,9.121444702148438,2011-04-01,0.0,3,2012.0
none,9,2012-04-01,1.488328218460083,5.653888702392578,2011-07-01,0.0,4,2012.25
none,9,2012-07-01,1.308247685432434,3.1220619678497314,2011-10-01,0.0,5,2012.5
none,9,2012-10-01,1.67793071269989,4.653152942657471,2012-01-01,0.0,6,2012.75
none,9,2013-01-01,1.804829716682434,4.215290069580078,2012-04-01,0.0,7,2013.0
none,9,2013-04-01,1.31366765499115,4.283830165863037,2012-07-01,0.0,8,2013.25
none,9,2013-07-01,0.9633503556251526,3.93977689743042,2012-10-01,0.0,9,2013.5
none,9,2013-10-01,1.3804970979690552,3.222693920135498,2013-01-01,0.0,10,2013.75
none,9,2014-01-01,1.6278971433639526,2.416486978530884,2013-04-01,0.0,11,2014.0
none,9,2014-04-01,1.856128215789795,4.062711238861084,2013-07-01,0.0,12,2014.25
none,9,2014-07-01,2.637436389923096,4.7138214111328125,2013-10-01,0.0,13,2014.5
none,9,2014-10-01,1.053236961364746,5.491650581359863,2014-01-01,0.0,14,2014.75
none,9,2015-01-01,1.3388692140579224,5.747925758361816,2014-04-01,0.0,15,2015.0
none,9,2015-04-01,1.2434512376785278,7.085751533508301,2014-07-01,0.0,16,2015.25
none,9,2015-07-01,1.2909176349639893,5.730119228363037,2014-10-01,0.0,17,2015.5
none,9,2015-10-01,1.2229859828948977,3.0571882724761963,2015-01-01,0.0,18,2015.75
none,9,2016-01-01,1.2156141996383667,3.376362562179565,2015-04-01,0.0,19,2016.0
none,9,2016-04-01,1.4469656944274902,4.227812767028809,2015-07-01,0.0,20,2016.25
none,9,2016-07-01,1.53839111328125,5.655800342559815,2015-10-01,0.0,21,2016.5
none,9,2016-10-01,2.228724479675293,4.992334842681885,2016-01-01,0.0,22,2016.75
none,9,2017-01-01,1.6816952228546145,4.38803768157959,2016-04-01,0.0,23,2017.0
none,9,2017-04-01,1.963631272315979,5.280195713043213,2016-07-01,0.0,24,2017.25
none,9,2017-07-01,2.310852766036988,7.088375568389893,2016-10-01,0.0,25,2017.5
none,9,2017-10-01,2.3409597873687744,6.417733669281006,2017-01-01,0.0,26,2017.75
none,9,2018-01-01,1.1179734468460083,6.525836944580078,2017-04-01,0.0,27,2018.0
none,9,2018-04-01,1.0527067184448242,5.441149711608887,2017-07-01,0.0,28,2018.25
none,9,2018-07-01,1.4931845664978027,5.804696559906006,2017-10-01,0.0,29,2018.5
none,9,2018-10-01,1.827148079872132,3.629737377166748,2018-01-01,0.0,30,2018.75
none,9,2019-01-01,1.6395663022994995,9.056456565856934,2018-04-01,0.0,31,2019.0
none,9,2019-04-01,1.9541490077972408,10.558267593383787,2018-07-01,0.0,32,2019.25
none,9,2019-07-01,2.794494390487671,10.509861946105955,2018-10-01,0.0,33,2019.5
none,9,2019-10-01,1.724230408668518,5.889548301696777,2019-01-01,0.0,34,2019.75
ideal,9,2012-01-01,2.541548252105713,8.944384574890137,2011-04-01,1.0,3,2012.0
ideal,9,2012-04-01,2.1596975326538086,7.956516265869141,2011-07-01,1.0,4,2012.25
ideal,9,2012-07-01,1.3458479642868042,4.10520076751709,2011-10-01,1.0,5,2012.5
ideal,9,2012-10-01,1.697675347328186,4.289341926574707,2012-01-01,1.0,6,2012.75
ideal,9,2013-01-01,2.293104887008667,4.363132476806641,2012-04-01,1.0,7,2013.0
ideal,9,2013-04-01,2.105060577392578,5.072113037109375,2012-07-01,1.0,8,2013.25
ideal,9,2013-07-01,1.233799934387207,3.8534903526306152,2012-10-01,1.0,9,2013.5
ideal,9,2013-10-01,1.404122829437256,3.633365392684937,2013-01-01,1.0,10,2013.75
ideal,9,2014-01-01,1.6690565347671509,2.3800361156463623,2013-04-01,1.0,11,2014.0
ideal,9,2014-04-01,1.9983036518096924,3.953680038452149,2013-07-01,1.0,12,2014.25
ideal,9,2014-07-01,2.455947160720825,4.643913745880127,2013-10-01,1.0,13,2014.5
ideal,9,2014-10-01,1.3521686792373655,5.8040266036987305,2014-01-01,1.0,14,2014.75
ideal,9,2015-01-01,1.4670199155807495,5.652131080627441,2014-04-01,1.0,15,2015.0
ideal,9,2015-04-01,1.2830703258514404,7.422870635986328,2014-07-01,1.0,16,2015.25
ideal,9,2015-07-01,1.3125945329666138,7.577938556671143,2014-10-01,1.0,17,2015.5
ideal,9,2015-10-01,1.2106025218963623,3.5926501750946045,2015-01-01,1.0,18,2015.75
ideal,9,2016-01-01,1.2699487209320068,3.264932632446289,2015-04-01,1.0,19,2016.0
ideal,9,2016-04-01,1.936823844909668,4.301644802093506,2015-07-01,1.0,20,2016.25
ideal,9,2016-07-01,1.5726972818374634,5.557422637939453,2015-10-01,1.0,21,2016.5
ideal,9,2016-10-01,2.133744478225708,5.333363056182861,2016-01-01,1.0,22,2016.75
ideal,9,2017-01-01,2.198935985565185,4.976029872894287,2016-04-01,1.0,23,2017.0
ideal,9,2017-04-01,1.9711518287658687,5.351736068725586,2016-07-01,1.0,24,2017.25
ideal,9,2017-07-01,2.3899712562561035,8.140286445617676,2016-10-01,1.0,25,2017.5
ideal,9,2017-10-01,2.378369808197021,6.14323616027832,2017-01-01,1.0,26,2017.75
ideal,9,2018-01-01,1.5341534614562988,7.192761421203613,2017-04-01,1.0,27,2018.0
ideal,9,2018-04-01,1.0964096784591677,5.682668685913086,2017-07-01,1.0,28,2018.25
ideal,9,2018-07-01,1.6349273920059204,5.842975616455078,2017-10-01,1.0,29,2018.5
ideal,9,2018-10-01,1.9065077304840088,4.5188493728637695,2018-01-01,1.0,30,2018.75
ideal,9,2019-01-01,1.842753767967224,9.115437507629396,2018-04-01,1.0,31,2019.0
ideal,9,2019-04-01,2.051107883453369,10.514768600463867,2018-07-01,1.0,32,2019.25
ideal,9,2019-07-01,2.7866997718811035,11.4876127243042,2018-10-01,1.0,33,2019.5
ideal,9,2019-10-01,1.7590893507003784,6.234734535217285,2019-01-01,1.0,34,2019.75
realistic,9,2012-01-01,3.224251270294189,9.038262367248535,2011-04-01,,3,2012.0
realistic,9,2012-04-01,2.855071783065796,9.686972618103027,2011-07-01,,4,2012.25
realistic,9,2012-07-01,1.431077003479004,4.407143592834473,2011-10-01,,5,2012.5
realistic,9,2012-10-01,1.772409439086914,3.84218955039978,2012-01-01,,6,2012.75
realistic,9,2013-01-01,2.390887260437012,4.699185371398926,2012-04-01,,7,2013.0
realistic,9,2013-04-01,2.134080171585083,4.764744281768799,2012-07-01,,8,2013.25
realistic,9,2013-07-01,1.584169626235962,3.844672203063965,2012-10-01,,9,2013.5
realistic,9,2013-10-01,1.3887622356414795,3.57493257522583,2013-01-01,,10,2013.75
realistic,9,2014-01-01,1.7274572849273682,2.56518292427063,2013-04-01,,11,2014.0
realistic,9,2014-04-01,2.3362622261047363,3.453210830688477,2013-07-01,,12,2014.25
realistic,9,2014-07-01,2.8996028900146484,4.936856269836426,2013-10-01,,13,2014.5
realistic,9,2014-10-01,3.0149738788604736,5.793458938598633,2014-01-01,,14,2014.75
realistic,9,2015-01-01,1.5697875022888184,6.040045738220215,2014-04-01,,15,2015.0
realistic,9,2015-04-01,1.367658019065857,6.99269962310791,2014-07-01,,16,2015.25
realistic,9,2015-07-01,1.360526204109192,8.50961971282959,2014-10-01,,17,2015.5
realistic,9,2015-10-01,1.3047826290130615,6.045831680297852,2015-01-01,,18,2015.75
realistic,9,2016-01-01,1.374070405960083,3.104970693588257,2015-04-01,,19,2016.0
realistic,9,2016-04-01,2.0259439945220947,4.379012584686279,2015-07-01,,20,2016.25
realistic,9,2016-07-01,1.974045395851136,5.618048667907715,2015-10-01,,21,2016.5
realistic,9,2016-10-01,2.400851964950561,6.607888698577881,2016-01-01,,22,2016.75
realistic,9,2017-01-01,2.295853614807129,5.062168121337891,2016-04-01,,23,2017.0
realistic,9,2017-04-01,2.304921388626098,5.117762565612793,2016-07-01,,24,2017.25
realistic,9,2017-07-01,2.4209094047546387,6.5243306159973145,2016-10-01,,25,2017.5
realistic,9,2017-10-01,2.584323644638061,6.527541160583496,2017-01-01,,26,2017.75
realistic,9,2018-01-01,1.570007562637329,6.861995220184326,2017-04-01,,27,2018.0
realistic,9,2018-04-01,1.3655084371566772,7.3020524978637695,2017-07-01,,28,2018.25
realistic,9,2018-07-01,1.6742678880691528,6.493960380554199,2017-10-01,,29,2018.5
realistic,9,2018-10-01,1.956791400909424,4.543492794036865,2018-01-01,,30,2018.75
realistic,9,2019-01-01,2.2498779296875,7.233046531677246,2018-04-01,,31,2019.0
realistic,9,2019-04-01,2.510009288787842,10.30555820465088,2018-07-01,,32,2019.25
realistic,9,2019-07-01,2.933307409286499,11.556255340576172,2018-10-01,,33,2019.5
realistic,9,2019-10-01,2.916701316833496,7.897711277008057,2019-01-01,,34,2019.75
none,12,2012-04-01,2.8757927417755127,9.663864135742188,2011-04-01,0.0,4,2012.25
none,12,2012-07-01,1.4033201932907104,5.511845111846924,2011-07-01,0.0,5,2012.5
none,12,2012-10-01,1.825644850730896,4.199901103973389,2011-10-01,0.0,6,2012.75
none,12,2013-01-01,2.313699722290039,4.548296451568604,2012-01-01,0.0,7,2013.0
none,12,2013-04-01,2.145043134689331,3.780289649963379,2012-04-01,0.0,8,2013.25
none,12,2013-07-01,1.6022088527679443,4.326393127441406,2012-07-01,0.0,9,2013.5
none,12,2013-10-01,1.3947924375534058,4.019254684448242,2012-10-01,0.0,10,2013.75
none,12,2014-01-01,1.7228440046310425,3.3014116287231445,2013-01-01,0.0,11,2014.0
none,12,2014-04-01,2.35621190071106,3.178755521774292,2013-04-01,0.0,12,2014.25
none,12,2014-07-01,2.88903546333313,5.432431697845459,2013-07-01,0.0,13,2014.5
none,12,2014-10-01,3.0049989223480225,6.059107780456543,2013-10-01,0.0,14,2014.75
none,12,2015-01-01,1.5888086557388306,8.741405487060547,2014-01-01,0.0,15,2015.0
none,12,2015-04-01,1.5010892152786257,8.401710510253906,2014-04-01,0.0,16,2015.25
none,12,2015-07-01,1.4113434553146362,9.487913131713867,2014-07-01,0.0,17,2015.5
none,12,2015-10-01,1.4376814365386963,6.12584114074707,2014-10-01,0.0,18,2015.75
none,12,2016-01-01,1.543197512626648,2.9710793495178223,2015-01-01,0.0,19,2016.0
none,12,2016-04-01,1.940510630607605,4.611902713775635,2015-04-01,0.0,20,2016.25
none,12,2016-07-01,2.1890997886657715,5.557147026062012,2015-07-01,0.0,21,2016.5
none,12,2016-10-01,2.33445692062378,6.900429725646973,2015-10-01,0.0,22,2016.75
none,12,2017-01-01,2.506854057312012,4.867237091064453,2016-01-01,0.0,23,2017.0
none,12,2017-04-01,2.3843233585357666,5.436507225036621,2016-04-01,0.0,24,2017.25
none,12,2017-07-01,2.9980149269104004,5.775547981262207,2016-07-01,0.0,25,2017.5
none,12,2017-10-01,2.452877998352051,8.310822486877441,2016-10-01,0.0,26,2017.75
none,12,2018-01-01,2.150195360183716,6.953438758850098,2017-01-01,0.0,27,2018.0
none,12,2018-04-01,1.4405732154846191,7.412025928497314,2017-04-01,0.0,28,2018.25
none,12,2018-07-01,1.680779218673706,6.484367847442627,2017-07-01,0.0,29,2018.5
none,12,2018-10-01,1.912534594535828,5.022392749786377,2017-10-01,0.0,30,2018.75
none,12,2019-01-01,2.247020721435547,4.954439640045166,2018-01-01,0.0,31,2019.0
none,12,2019-04-01,2.5202410221099854,11.599114418029783,2018-04-01,0.0,32,2019.25
none,12,2019-07-01,3.3442745208740234,13.37306785583496,2018-07-01,0.0,33,2019.5
none,12,2019-10-01,3.5797245502471924,12.793209075927734,2018-10-01,0.0,34,2019.75
ideal,12,2012-04-01,2.8879659175872803,9.555426597595217,2011-04-01,1.0,4,2012.25
ideal,12,2012-07-01,2.19454312324524,7.990442752838135,2011-07-01,1.0,5,2012.5
ideal,12,2012-10-01,1.8426308631896973,5.991415977478027,2011-10-01,1.0,6,2012.75
ideal,12,2013-01-01,2.325093030929565,4.42487096786499,2012-01-01,1.0,7,2013.0
ideal,12,2013-04-01,2.696583747863769,4.133504390716553,2012-04-01,1.0,8,2013.25
ideal,12,2013-07-01,2.531639337539673,5.130474090576172,2012-07-01,1.0,9,2013.5
ideal,12,2013-10-01,1.7834445238113403,4.180078506469727,2012-10-01,1.0,10,2013.75
ideal,12,2014-01-01,1.727987289428711,3.578188896179199,2013-01-01,1.0,11,2014.0
ideal,12,2014-04-01,2.4255757331848145,3.091952085494995,2013-04-01,1.0,12,2014.25
ideal,12,2014-07-01,2.941818952560425,5.114793300628662,2013-07-01,1.0,13,2014.5
ideal,12,2014-10-01,2.8664779663085938,5.688548564910889,2013-10-01,1.0,14,2014.75
ideal,12,2015-01-01,1.872236013412476,8.946986198425293,2014-01-01,1.0,15,2015.0
ideal,12,2015-04-01,1.5747743844985962,8.196998596191406,2014-04-01,1.0,16,2015.25
ideal,12,2015-07-01,1.4242494106292725,9.280092239379885,2014-07-01,1.0,17,2015.5
ideal,12,2015-10-01,1.4472984075546265,8.641802787780762,2014-10-01,1.0,18,2015.75
ideal,12,2016-01-01,1.558688044548035,2.896268606185913,2015-01-01,1.0,19,2016.0
ideal,12,2016-04-01,1.971130013465881,4.476043701171875,2015-04-01,1.0,20,2016.25
ideal,12,2016-07-01,2.749718189239502,5.615857124328613,2015-07-01,1.0,21,2016.5
ideal,12,2016-10-01,2.351466655731201,6.54727029800415,2015-10-01,1.0,22,2016.75
ideal,12,2017-01-01,2.482177734375,4.786619663238525,2016-01-01,1.0,23,2017.0
ideal,12,2017-04-01,2.992105484008789,6.3027825355529785,2016-04-01,1.0,24,2017.25
ideal,12,2017-07-01,3.0053837299346924,5.873386859893799,2016-07-01,1.0,25,2017.5
ideal,12,2017-10-01,2.499218940734864,9.759100914001465,2016-10-01,1.0,26,2017.75
ideal,12,2018-01-01,2.177340269088745,6.462587833404541,2017-01-01,1.0,27,2018.0
ideal,12,2018-04-01,1.773109793663025,8.355307579040527,2017-04-01,1.0,28,2018.25
ideal,12,2018-07-01,1.709546446800232,7.089964866638184,2017-07-01,1.0,29,2018.5
ideal,12,2018-10-01,2.197700500488281,5.0438079833984375,2017-10-01,1.0,30,2018.75
ideal,12,2019-01-01,2.3277199268341064,4.376584053039551,2018-01-01,1.0,31,2019.0
ideal,12,2019-04-01,2.65140151977539,11.552860260009766,2018-04-01,1.0,32,2019.25
ideal,12,2019-07-01,3.378369092941284,13.07992172241211,2018-07-01,1.0,33,2019.5
ideal,12,2019-10-01,3.5978572368621826,13.853248596191406,2018-10-01,1.0,34,2019.75
realistic,12,2012-04-01,3.675801515579224,9.64284324645996,2011-04-01,,4,2012.25
realistic,12,2012-07-01,2.701784133911133,9.508756637573242,2011-07-01,,5,2012.5
realistic,12,2012-10-01,1.9766247272491453,6.05675745010376,2011-10-01,,6,2012.75
realistic,12,2013-01-01,2.54835844039917,3.4272046089172363,2012-01-01,,7,2013.0
realistic,12,2013-04-01,2.771472215652466,4.463543891906738,2012-04-01,,8,2013.25
realistic,12,2013-07-01,2.587181568145752,4.644259452819824,2012-07-01,,9,2013.5
realistic,12,2013-10-01,2.0450780391693115,4.196712493896484,2012-10-01,,10,2013.75
realistic,12,2014-01-01,1.729265213012695,3.5996909141540527,2013-01-01,,11,2014.0
realistic,12,2014-04-01,2.5315656661987305,3.4766244888305664,2013-04-01,,12,2014.25
realistic,12,2014-07-01,3.256272077560425,4.332223892211914,2013-07-01,,13,2014.5
realistic,12,2014-10-01,3.6272706985473633,5.710771560668945,2013-10-01,,14,2014.75
realistic,12,2015-01-01,3.5968334674835205,8.982612609863281,2014-01-01,,15,2015.0
realistic,12,2015-04-01,1.6537373065948486,7.845385551452637,2014-04-01,,16,2015.25
realistic,12,2015-07-01,1.6168912649154663,8.759943962097168,2014-07-01,,17,2015.5
realistic,12,2015-10-01,1.5538209676742554,9.546103477478027,2014-10-01,,18,2015.75
realistic,12,2016-01-01,1.6234856843948364,5.465353488922119,2015-01-01,,19,2016.0
realistic,12,2016-04-01,2.150383710861206,4.078757286071777,2015-04-01,,20,2016.25
realistic,12,2016-07-01,2.823554992675781,5.693833351135254,2015-07-01,,21,2016.5
realistic,12,2016-10-01,2.675326347351074,6.803428649902344,2015-10-01,,22,2016.75
realistic,12,2017-01-01,2.852496385574341,6.463616371154785,2016-01-01,,23,2017.0
realistic,12,2017-04-01,3.0722758769989014,5.361264705657959,2016-04-01,,24,2017.25
realistic,12,2017-07-01,3.209039688110352,5.634649753570557,2016-07-01,,25,2017.5
realistic,12,2017-10-01,2.696851968765259,7.244952201843262,2016-10-01,,26,2017.75
realistic,12,2018-01-01,2.3675906658172607,7.179576396942139,2017-01-01,,27,2018.0
realistic,12,2018-04-01,1.8215452432632449,7.923503875732422,2017-04-01,,28,2018.25
realistic,12,2018-07-01,1.943743348121643,8.7970552444458,2017-07-01,,29,2018.5
realistic,12,2018-10-01,2.239329099655152,6.055844783782959,2017-10-01,,30,2018.75
realistic,12,2019-01-01,2.33815336227417,4.249971866607666,2018-01-01,,31,2019.0
realistic,12,2019-04-01,3.103996992111206,8.512611389160156,2018-04-01,,32,2019.25
realistic,12,2019-07-01,3.864849328994751,12.702025413513184,2018-07-01,,33,2019.5
realistic,12,2019-10-01,3.737374067306519,13.855823516845703,2018-10-01,,34,2019.75
